Código Distrito,Descritivo Distrito,Código Concelho,Descritivo Concelho,Código Freguesia,Descritivo abreviado da Freguesia,Descritivo completo da Freguesia,CodSF,Descritivo do SF
10,LEIRIA                        ,09,LEIRIA                        ,40,SOUTO DA CARPALHOSA E ORTIGOSA                    ,UNIÃO DAS FREGUESIAS DE SOUTO DA CARPALHOSA E ORTIGOSA,3603,LEIRIA-2.                     
10,LEIRIA                        ,10,MARINHA GRANDE                ,01,MARINHA GRANDE                                    ,MARINHA GRANDE                                    ,1392,MARINHA GRANDE                
10,LEIRIA                        ,10,MARINHA GRANDE                ,02,VIEIRA DE LEIRIA                                  ,VIEIRA DE LEIRIA                                  ,1392,MARINHA GRANDE                
10,LEIRIA                        ,10,MARINHA GRANDE                ,03,MOITA                                             ,MOITA                                             ,1392,MARINHA GRANDE                
10,LEIRIA                        ,11,NAZARE                        ,01,FAMALICÃO                                         ,FAMALICÃO                                         ,1406,NAZARE                        
10,LEIRIA                        ,11,NAZARE                        ,02,NAZARE                                            ,NAZARE                                            ,1406,NAZARE                        
10,LEIRIA                        ,11,NAZARE                        ,03,VALADO DOS FRADES                                 ,VALADO DOS FRADES                                 ,1406,NAZARE                        
10,LEIRIA                        ,12,OBIDOS                        ,01,A DOS NEGROS                                      ,A DOS NEGROS                                      ,1414,OBIDOS                        
10,LEIRIA                        ,12,OBIDOS                        ,02,AMOREIRA                                          ,AMOREIRA                                          ,1414,OBIDOS                        
10,LEIRIA                        ,12,OBIDOS                        ,03,OLHO MARINHO                                      ,OLHO MARINHO                                      ,1414,OBIDOS                        
10,LEIRIA                        ,12,OBIDOS                        ,07,VAU                                               ,VAU                                               ,1414,OBIDOS                        
10,LEIRIA                        ,12,OBIDOS                        ,08,GAEIRAS                                           ,GAEIRAS                                           ,1414,OBIDOS                        
10,LEIRIA                        ,12,OBIDOS                        ,09,USSEIRA                                           ,USSEIRA                                           ,1414,OBIDOS                        
10,LEIRIA                        ,12,OBIDOS                        ,10,"SANTA MARIA, SÃO PEDRO E SOBRAL DA LAGOA          ","SANTA MARIA, SÃO PEDRO E SOBRAL DA LAGOA",1414,OBIDOS                        
10,LEIRIA                        ,13,PEDROGÃO GRANDE               ,01,GRAÇA                                             ,GRAÇA                                             ,1422,PEDROGAO GRANDE               
10,LEIRIA                        ,13,PEDROGÃO GRANDE               ,02,PEDROGÃO GRANDE                                   ,PEDROGÃO GRANDE                                   ,1422,PEDROGAO GRANDE               
10,LEIRIA                        ,13,PEDROGÃO GRANDE               ,03,VILA FACAIA                                       ,VILA FACAIA                                       ,1422,PEDROGAO GRANDE               
10,LEIRIA                        ,14,PENICHE                       ,02,ATOUGUIA DA BALEIA                                ,ATOUGUIA DA BALEIA                                ,1430,PENICHE                       
10,LEIRIA                        ,14,PENICHE                       ,05,SERRA D'EL-REI                                    ,SERRA D'EL-REI                                    ,1430,PENICHE                       
10,LEIRIA                        ,14,PENICHE                       ,06,FERREL                                            ,FERREL                                            ,1430,PENICHE                       
10,LEIRIA                        ,14,PENICHE                       ,07,PENICHE                                           ,PENICHE,1430,PENICHE                       
10,LEIRIA                        ,15,POMBAL                        ,01,ABIUL                                             ,ABIUL                                             ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,03,ALMAGREIRA                                        ,ALMAGREIRA                                        ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,04,CARNIDE                                           ,CARNIDE                                           ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,05,CARRIÇO                                           ,CARRIÇO                                           ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,06,LOURIÇAL                                          ,LOURIÇAL                                          ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,08,PELARIGA                                          ,PELARIGA                                          ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,09,POMBAL                                            ,POMBAL                                            ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,10,REDINHA                                           ,REDINHA                                           ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,13,VERMOIL                                           ,VERMOIL                                           ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,14,VILA CÃ                                           ,VILA CÃ                                           ,1449,POMBAL                        
10,LEIRIA                        ,15,POMBAL                        ,15,MEIRINHAS                                         ,MEIRINHAS                                         ,1449,POMBAL                        
